11.14,0
13,0
12.48,0
12.39,0
11.88,0
12.49,0
11.23,0
12.05,0
11.01,0
12.61,0
11.99,0
12.73,0
11.77,0
11.28,0
12.41,0
12.55,0
11.07,0
12.56,0
12.06,0
11.35,0
11.43,0
11.83,0
12.37,0
11.12,0
11.12,0
12.09,0
12.45,0
12.05,0
11.15,0
12.96,0
12.77,0
11.46,0
12.3,0
12.01,0
11.17,0
12.72,0
11.23,0
11.47,0
11.17,0
11.37,0
11.79,0
12.49,0
11.88,0
11.89,0
12.59,0
12.71,0
11.95,0
11.13,0
11.21,0
12.53,0
11.44,0
11.46,0
11.28,0
11.93,0
11.5,0
12.28,0
11.58,0
11.08,0
12.39,0
11.12,0
11.62,0
12.15,0
11.37,0
12.86,0
11.55,0
11.23,0
12.09,0
12.38,0
12.58,0
12.28,0
12.99,0
12.18,0
12.83,0
11.69,0
12.77,0
12.17,0
12.59,0
11.06,0
12.07,0
12.94,0
11.59,0
11.89,0
12.71,0
12.23,0
12.1,0
12.93,0
11.4,0
11.7,0
11.08,0
11.64,0
12.36,0
11.9,0
11.74,0
11.28,0
12.85,0
12.63,0
12.43,0
11.16,0
11.22,0
12.05,0
12.35,0
11.32,0
12.96,0
12.27,0
12.11,0
12.54,0
12.18,0
12.96,0
11.92,0
11.35,0
11.04,0
11.76,0
11.08,0
12.31,0
12.53,0
11.8,0
12.02,0
12.46,0
11.06,0
11.76,0
12.33,0
12.33,0
11.55,0
12.27,0
11.49,0
11.77,0
11.15,0
11.4,0
11.85,0
12.24,0
11.92,0
12.55,0
12.59,0
12.31,0
11.64,0
11.95,0
12.32,0
11.4,0
12.29,0
12.26,0
12.73,0
12.53,0
11.51,0
12.99,0
11.84,0
11.85,0
12.63,0
11.03,0
12.85,0
11.6,0
12.71,0
12.44,0
11.07,0
12.24,0
12.85,0
12.71,0
12.01,0
12.27,0
11.11,0
12.89,0
11.05,0
12.26,0
12.24,0
11.4,0
12.04,0
11.02,0
11.03,0
11.38,0
11.13,0
11.74,0
12.01,0
11.4,0
11.58,0
11.67,0
11.84,0
11.62,0
11.74,0
12.65,0
12.38,0
11.45,0
12.52,0
11.06,0
11.56,0
12.43,0
11.42,0
12.78,0
11.63,0
11.4,0
11.27,0
11.95,0
11.72,0
11.24,0
11.27,0
12.96,0
11.03,0
12.15,0
12.2,0
11.98,0
12.99,0
11.84,0
12.45,0
11.62,0
11.74,0
11.57,0
11.88,0
12.56,0
11.39,0
12.41,0
12.41,0
12.64,0
11.66,0
11.73,0
11.93,0
12.71,0
11.17,0
12.94,0
12.28,0
12.82,0
11.78,0
12.22,0
12.98,0
12.93,0
12.46,0
12.51,0
11.61,0
12.46,0
12.08,0
11.48,0
12.11,0
12.27,0
12.75,0
12.09,0
12.72,0
11.6,0
12.97,0
12.36,0
11.49,0
11.39,0
12.78,0
11.82,0
11.22,0
12.99,0
11.34,0
12.35,0
12.14,0
11.5,0
11.53,0
12.59,0
11.14,0
13,0
11.18,0
12.32,0
11.93,0
12.76,0
11.95,0
11.74,0
11.09,0
12.8,0
12.98,0
11.9,0
11.05,0
12.65,0
12.51,0
12.54,0
12.96,0
11.42,0
12.55,0
11.81,0
12.76,0
12.86,0
12.92,0
11.36,0
12.57,0
11.1,0
12.49,0
11.56,0
11.28,0
12.07,0
12.05,0
11.67,0
11.08,0
12.71,0
12.09,0
12.52,0
11.95,0
12.48,0
12.85,0
12.2,0
11.82,0
11.6,0
12.67,0
11.25,0
11.91,0
12.71,0
11.86,0
12.92,0
12.14,0
12.1,0
12.79,0
12.23,0
11.99,0
11.39,0
12.22,0
